practice,city,state,zip,consolidator,investor
Compassion 4 Paws,Mountlake Terrace,WA,98043,Blue River PetCare,Partners Group
Mukilteo Veterinary Hospital,Mukilteo,WA,98275,Western Veterinary Partners,Tyree & D'Angelo Partners
Banfield Coal Creek,Newcastle,WA,98059,Banfield,Mars
McKinlay & Peters Equine Hospital,Newman Lake,WA,99025,NVA,JAB Holdings
Banfield Olympia,Olympia,WA,98502,Banfield,Mars
BluePearl Pet Hospital Olympia,Olympia,WA,98502,BluePearl Pet Hospital,Mars
Chambers Prairie Animal Hospital,Olympia,WA,98501,VetCor,Harvest Partners
Evergreen Veterinary Hospital,Olympia,WA,98502,VetCor,Harvest Partners
Healthy Pets Animal Hospital,Olympia,WA,98506,VetCor,Harvest Partners
Oly Cats Veterinary Hospital,Olympia,WA,98506,VetCor,Harvest Partners
South Bay Veterinary Hospital,Olympia,WA,98506,VetCor,Harvest Partners
Steamboat Animal Hospital,Olympia,WA,98502,VetCor,Harvest Partners
VCA Tanglewilde Animal Hospital,Olympia,WA,98516,VCA,Mars
Orting Animal Hospital,Orting,WA,98360,Mission Pet Health,Silver Lake and Shore Capital Partners
VCA Ponti Animal Hospital,Otis Orchards,WA,99027,VCA,Mars
Mid Columbia Pet Emergency Service,Pasco,WA,99301,Ethos Veterinary Health,JAB Holdings
Pet Medical Center of Pasco,Pasco,WA,99301,VetCor,Harvest Partners
Angeles Clinic for Animals,Port Angeles,WA,98362,NVA,JAB Holdings
Olympic Veterinary Clinic,Port Angeles,WA,98362,CareVet,Compass Group Equity Partners
Hadlock Veterinary Clinic,Port Hadlock,WA,98339,Blue River PetCare,Partners Group
Chimacum Valley Veterinary Hospital,Port Hadlock-Irondale,WA,98339,Suveto,Levine Leichtman Capital
Cedar Creek Animal Clinic,Port Orchard,WA,98366,Thrive Pet Healthcare,TSG Consumer Partners
Kitsap Veterinary Hospital,Port Orchard,WA,98366,NVA,JAB Holdings
PawDoc Urgent Care,Port Orchard,WA,98366,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
Woodside Animal Hospital,Port Orchard,WA,98366,VetCor,Harvest Partners
Pet Townsend Veterinary Clinic,Port Townsend,WA,98368,Suveto,Levine Leichtman Capital
Animal Emergency & Specialty Center – Poulsbo,Poulsbo,WA,98370,Ethos Veterinary Health,JAB Holdings
Poulsbo Animal Clinic,Poulsbo,WA,98370,Western Veterinary Partners,Tyree & D'Angelo Partners
Poulsbo Marina Veterinary Clinic,Poulsbo,WA,98370,NVA,JAB Holdings
Sound Equine Veterinary Hospital,Poulsbo,WA,98370,PetVet Care Centers,KKR
Banfield Pet Hospital - Puyallup Willows Pond,Puyallup,WA,98374,Banfield,Mars
Banfield Puyallup S,Puyallup,WA,98373,Banfield,Mars
BoosterPet Veterinary & Urgent Care Puyallup/South Hill,Puyallup,WA,98375,BoosterPet,Privately held multi-location veterinary company
Canyon Road Veterinary Hospital,Puyallup,WA,98375,VetCor,Harvest Partners
River Road Animal Hospital,Puyallup,WA,98371,Blue River PetCare,Partners Group
Brookfield Veterinary Hospital,Redmond,WA,98052,NVA,JAB Holdings
Redmond-Fall City Animal Hospital,Redmond,WA,98053,Thrive Pet Healthcare,TSG Consumer Partners
Redmond-Kirkland Animal Hospital,Redmond,WA,98052,Thrive Pet Healthcare,TSG Consumer Partners
VCA Redmond Animal Hospital,Redmond,WA,98052,VCA,Mars
VCA Redwood Animal Hospital,Redmond,WA,98052,VCA,Mars
VEG Redmond,Redmond,WA,98052,VEG (Veterinary Emergency Group),D1 Capital & Fidelity
Banfield Renton,Renton,WA,98057,Banfield,Mars
Cedar River Animal Hospital,Renton,WA,98059,VetCor,Harvest Partners
Pacific Heights Veterinary Hospital,Renton,WA,98056,VetCor,Harvest Partners
Renton Highlands Pet Clinic,Renton,WA,98056,NVA,JAB Holdings
Renton Veterinary Hospital,Renton,WA,98057,AmeriVet,AEA Investors and Abu Dhabi Investment Authority (ADIA)
Richland Animal Hospital,Richland,WA,99354,Western Veterinary Partners,Tyree & D'Angelo Partners
VCA Animal Medical Center,Richland,WA,99354,VCA,Mars
Keepers Animal Clinic,Rochester,WA,98579,VetCor,Harvest Partners
VCA Pine Lake Animal Hospital,Sammamish,WA,98075,VCA,Mars
Aurora Veterinary Hospital,Seattle,WA,98103,PetVet Care Centers,KKR
Banfield Aurora,Seattle,WA,98133,Banfield,Mars
Banfield Ballard,Seattle,WA,98107,Banfield,Mars
Banfield Capitol Hill,Seattle,WA,98122,Banfield,Mars
Banfield Carkeek Park CLOSED,Seattle,WA,98117,Banfield,Mars
Banfield Queen Anne,Seattle,WA,98109,Banfield,Mars
BluePearl Pet Hospital Downtown Seattle CLOSED,Seattle,WA,98104,BluePearl Pet Hospital,Mars
Broadway Veterinary Hospital,Seattle,WA,98122,WellHaven Pet Health,Capricorn Healthcare
Cat Clinic of Seattle,Seattle,WA,98103,PetVet Care Centers,KKR
Columbia City Veterinary Hospital,Seattle,WA,98118,VetCor,Harvest Partners
Emerald City Emergency Clinic,Seattle,WA,98103,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
Lien Animal Clinic,Seattle,WA,98126,Thrive Pet Healthcare,TSG Consumer Partners
Madison Park Veterinary Hospital,Seattle,WA,98112,PetVet Care Centers,KKR
Maple Leaf Veterinary Care Center,Seattle,WA,98115,VetCor,Harvest Partners
Northeast Veterinary Hospital,Seattle,WA,98115,Mission Pet Health,Silver Lake and Shore Capital Partners
Northgate Veterinary Clinic,Seattle,WA,98125,PetVet Care Centers,KKR
Seatown Veterinary Care,Seattle,WA,98103,Mission Pet Health,Silver Lake and Shore Capital Partners
Sunset Hill Veterinary & Rehabilitation Center,Seattle,WA,98117,CareVet,Compass Group Equity Partners
VCA Crown Hill Animal Hospital,Seattle,WA,98117,VCA,Mars
VCA Magnolia Animal Hospital,Seattle,WA,98199,VCA,Mars
VCA West Seattle Veterinary Hospital,Seattle,WA,98136,VCA,Mars
VEG Seattle,Seattle,WA,98119,VEG (Veterinary Emergency Group),D1 Capital & Fidelity
Vetco Total Care - Seattle,Seattle,WA,98119,Vetco Total Care,Petco
Vision Pet Imaging & Illumipet,Seattle,WA,98107,Thrive Pet Healthcare,TSG Consumer Partners
West Seattle Animal Hospital,Seattle,WA,98116,VetCor,Harvest Partners
Greywolf Veterinary Hospital,Sequim,WA,98382,NVA,JAB Holdings
Animal Medical Center of Seattle,Shoreline,WA,98155,Ethos Veterinary Health,JAB Holdings
Cascade Pet Hospital,Shoreline,WA,98133,VetCor,Harvest Partners
Cats Exclusive Veterinary Center,Shoreline,WA,98133,Blue River PetCare,Partners Group
Shoreline Central Animal Hospital,Shoreline,WA,98133,NVA,JAB Holdings
Shoreline Veterinary Hospital,Shoreline,WA,98155,Western Veterinary Partners,Tyree & D'Angelo Partners
Banfield Silverdale,Silverdale,WA,98383,Banfield,Mars
Ridgetop Animal Hospital,Silverdale,WA,98383,NVA,JAB Holdings
VCA Central Kitsap Animal Hospital,Silverdale,WA,98383,VCA,Mars
VCA Olympic Animal Hospital,Silverdale,WA,98383,VCA,Mars
Mountain View Animal Hospital,Snohomish,WA,98290,AmeriVet,AEA Investors and Abu Dhabi Investment Authority (ADIA)
Pilchuck Veterinary Hospital - Equine,Snohomish,WA,98290,Thrive Pet Healthcare,TSG Consumer Partners
Pilchuck Veterinary Hospital - Small Animal,Snohomish,WA,98290,Thrive Pet Healthcare,TSG Consumer Partners
Snohomish Station Animal Hospital,Snohomish,WA,98290,VetCor,Harvest Partners
VCA Snohomish Animal Hospital,Snohomish,WA,98290,VCA,Mars
Spanaway Veterinary Clinic,Spanaway,WA,98387,NVA,JAB Holdings
Tahoma Veterinary Hospital,Spanaway,WA,98387,NVA,JAB Holdings
Animal Eye Clinic of Spokane,Spokane,WA,99202,Mission Pet Health,Silver Lake and Shore Capital Partners
Banfield Spokane,Spokane,WA,99218,Banfield,Mars
Garland Animal Clinic,Spokane,WA,99205,NVA,JAB Holdings
Indian Trail Animal Hospital,Spokane,WA,99208,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
Inland Empire Veterinary Imaging,Spokane,WA,99202,Ethos Veterinary Health,JAB Holdings
Regal Veterinary Center,Spokane,WA,99223,VetCor,Harvest Partners
SouthCare Animal Medical Center,Spokane,WA,99223,NVA,JAB Holdings
VCA Manito Animal Hospital,Spokane,WA,99223,VCA,Mars
VCA North Division Animal Medical Center,Spokane,WA,99218,VCA,Mars
Pet Vet Hospital and Wellness Center,Spokane Valley,WA,99037,Western Veterinary Partners,Tyree & D'Angelo Partners
Northwest Veterinary Clinic of Stanwood,Stanwood,WA,98292,PetVet Care Centers,KKR
Sumner Veterinary Hospital,Sumner,WA,98390,NVA,JAB Holdings
CYON Livestock Solutions,Sunnyside,WA,98944,Heritage Vet Partners,Undisclosed financial sponsor
Commencement Bay Animal Hospital,Tacoma,WA,98406,VetCor,Harvest Partners
Feline Hyperthyroid Treatment Center,Tacoma,WA,98408,Blue River PetCare,Partners Group
Metropolitan Veterinary Hospital,Tacoma,WA,98402,VetCor,Harvest Partners
North End Pet Hospital,Tacoma,WA,98406,NVA,JAB Holdings
Soundview Veterinary Hospital,Tacoma,WA,98407,VetCor,Harvest Partners
Summit Veterinary Referral Center,Tacoma,WA,98409,Ethos Veterinary Health,JAB Holdings
Tacoma Animal Hospital,Tacoma,WA,98409,NVA,JAB Holdings
Tacoma Equine Hospital,Tacoma,WA,98446,NVA,JAB Holdings
VCA Pacific Avenue Animal Hospital,Tacoma,WA,98444,VCA,Mars
VCA Parkway Animal Hospital,Tacoma,WA,98444,VCA,Mars
Banfield Tukwila,Tukwila,WA,98188,Banfield,Mars
BluePearl Pet Hospital Renton,Tukwila,WA,98188,BluePearl Pet Hospital,Mars
Deschutes Animal Clinic,Tumwater,WA,98501,WellHaven Pet Health,Capricorn Healthcare
Tumwater Veterinary Hospital,Tumwater,WA,98512,PetVet Care Centers,KKR
University Place Veterinary Hospital,University Place,WA,98466,VetCor,Harvest Partners
Animal Dermatology Clinic Vancouver,Vancouver,WA,98665,Animal Dermatology Clinic,Percheron Capital
Banfield Hazel Dell,Vancouver,WA,98665,Banfield,Mars
Banfield Orchards,Vancouver,WA,98682,Banfield,Mars
Banfield Salmon Creek,Vancouver,WA,98686,Banfield,Mars
Banfield Vancouver E (WA),Vancouver,WA,98683,Banfield,Mars
Banfield Vancouver Mill Plain,Vancouver,WA,98684,Banfield,Mars
Columbia River Veterinary Specialists,Vancouver,WA,98665,PetVet Care Centers,KKR
Crestwood Court Veterinary Clinic,Vancouver,WA,98684,Thrive Pet Healthcare,TSG Consumer Partners
Dogwood Veterinary Dental,Vancouver,WA,98683,Companion Pet Partners,Cortec Group
East Padden Animal Hospital,Vancouver,WA,98682,Mission Pet Health,Silver Lake and Shore Capital Partners
Livewell Animal Hospital of Salmon Creek (coming soon),Vancouver,WA,98685,Mission Pet Health,Silver Lake and Shore Capital Partners
Livewell Animal Hospital of Vancouver (coming soon),Vancouver,WA,98683,Mission Pet Health,Silver Lake and Shore Capital Partners
MedVet Vancouver,Vancouver,WA,98661,MedVet,Minority stake by Leonard Green & Partners
Mountain View Veterinary Hospital,Vancouver,WA,98685,PetVet Care Centers,KKR
Orchards Veterinary Clinic,Vancouver,WA,98662,Western Veterinary Partners,Tyree & D'Angelo Partners
Pacific Northwest Pet ER & Specialty Center,Vancouver,WA,98683,Ethos Veterinary Health,JAB Holdings
St. Francis Animal Hospital,Vancouver,WA,98682,NVA,JAB Holdings
Three Creeks Veterinary Clinic,Vancouver,WA,98685,Thrive Pet Healthcare,TSG Consumer Partners
VCA East Mill Plain Animal Hospital,Vancouver,WA,98684,VCA,Mars
Vetco Total Care - Vancouver,Vancouver,WA,98684,Vetco Total Care,Petco
Vetco Total Care - Vancouver,Vancouver,WA,98683,Vetco Total Care,Petco
WellHaven Pet Health Hazel Dell,Vancouver,WA,98665,WellHaven Pet Health,Capricorn Healthcare
WellHaven Pet Health Mill Plain,Vancouver,WA,98683,WellHaven Pet Health,Capricorn Healthcare
Wet Noses & Wagging Tails,Vancouver,WA,98682,Destination Pet,L1 Health
Animal Clinic East,Walla Walla,WA,99362,Western Veterinary Partners,Tyree & D'Angelo Partners
Animal Clinic East Grooming,Walla Walla,WA,99362,Western Veterinary Partners,Tyree & D'Angelo Partners
Mill Creek Veterinary Hospital,Walla Walla,WA,99362,Western Veterinary Partners,Tyree & D'Angelo Partners
Countryside Veterinary Clinic,Wenatchee,WA,98801,Blue River PetCare,Partners Group
Paws Claw and Hooves Vet Hospital,West Richland,WA,99353,Western Veterinary Partners,Tyree & D'Angelo Partners
Banfield Woodinville,Woodinville,WA,98072,Banfield,Mars
Hollywood Hill Animal Hospital,Woodinville,WA,98072,Blue River PetCare,Partners Group
VCA Sno-Wood Animal Hospital,Woodinville,WA,98072,VCA,Mars
Woodinville Animal Hospital,Woodinville,WA,98072,Western Veterinary Partners,Tyree & D'Angelo Partners
Woodinville Veterinary Hospital & Urgent Care Services,Woodinville,WA,98072,Cara Veterinary,"Family investment groups, including the Haughey family"
Animal Medical Service,Yakima,WA,98902,Western Veterinary Partners,Tyree & D'Angelo Partners
Terrace Heights Family Pet Clinic,Yakima,WA,98901,Western Veterinary Partners,Tyree & D'Angelo Partners
Tieton Drive Animal Clinic,Yakima,WA,98902,NVA,JAB Holdings
Yelm Veterinary Hospital,Yelm,WA,98597,WellHaven Pet Health,Capricorn Healthcare
BluePearl Pet Hospital Fox Valley Appleton,Appleton,WI,54914,BluePearl Pet Hospital,Mars
CountrySide Veterinary Services,Appleton,WI,54913,Mission Pet Health,Silver Lake and Shore Capital Partners
North Heights Veterinary Clinic,Appleton,WI,54914,Blue River PetCare,Partners Group
Hill-Dale Veterinary Care,Baraboo,WI,53913,VetCor,Harvest Partners
United Veterinary Services,Bear Creek,WI,54922,Heritage Vet Partners,Undisclosed financial sponsor
VEG ER for Pets,Bellevue,WI,54311,VEG (Veterinary Emergency Group),D1 Capital & Fidelity
Badger Veterinary Hospital,Beloit,WI,53511,PetVet Care Centers,KKR
"The Veterinary Clinics, Berlin",Berlin,WI,54923,VetCor,Harvest Partners
Northwoods Veterinary Service,Birnamwood,WI,54414,Heritage Vet Partners,Undisclosed financial sponsor
Brookfield Animal Hospital,Brookfield,WI,53045,Veterinarian Partners,Tyree & D'Angelo Partners
Burleigh Road Animal Hospital,Brookfield,WI,53005,Blue River PetCare,Partners Group
Eye Care for Animals - Pewaukee,Brookfield,WI,53072,Thrive Pet Healthcare,TSG Consumer Partners
Great Lakes Veterinary Dermatology,Brookfield,WI,53045,Animal Outpatient Specialty Network (AOSN),Percheron Capital
VEG Brookfield,Brookfield,WI,53005,VEG (Veterinary Emergency Group),D1 Capital & Fidelity
Badger Veterinary Hospital,Cambridge,WI,53523,PetVet Care Centers,KKR
Cedarburg Veterinary Clinic,Cedarburg,WI,53012,VetCor,Harvest Partners
We Care Animal Hospital,Clintonville,WI,54929,VetCor,Harvest Partners
Columbus Countryside Veterinary Clinic,Columbus,WI,53925,Mission Pet Health,Silver Lake and Shore Capital Partners
Deer-Grove Veterinary Clinic,Cottage Grove,WI,53527,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
Northern Lakes Veterinary Clinic,Cumberland,WI,54829,CareVet,Compass Group Equity Partners
Lodi Veterinary Care – Deforest,DeForest,WI,53532,AmeriVet,AEA Investors and Abu Dhabi Investment Authority (ADIA)
Delavan Animal Clinic,Delavan,WI,53115,Blue River PetCare,Partners Group
Delavan Lakes Veterinary Clinic,Delavan,WI,53115,CareVet,Compass Group Equity Partners
Dodgeville Veterinary Service,Dodgeville,WI,53533,Heartland Veterinary Partners,Gryphon Investors
Northwoods Animal Hospital - Eagle River,Eagle River,WI,54521,Heartland Veterinary Partners,Gryphon Investors
Eau Claire Animal Hospital,Eau Claire,WI,54701,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
St. Anna Veterinary Clinic,Elkhart Lake,WI,53020,Heritage Vet Partners,Undisclosed financial sponsor
Elkhorn Veterinary Clinic,Elkhorn,WI,53121,VetCor,Harvest Partners
Midwest Veterinary Dental Services,Elkhorn,WI,53121,Thrive Pet Healthcare,TSG Consumer Partners
Fitchburg Veterinary Hospital,Fitchburg,WI,53719,Encore Vet Group,North Castle Partners
Odyssey Veterinary Care,Fitchburg,WI,53711,Mission Pet Health,Silver Lake and Shore Capital Partners
Waggin' Tails Doggie Dude Ranch & Pet Lodge,Fitchburg,WI,53719,Encore Vet Group,North Castle Partners
Companion Animal Care,Fond Du Lac,WI,54935,VetCor,Harvest Partners
Park Pet Hospital,Fox Point,WI,53217,Blue River PetCare,Partners Group
Germantown Animal Hospital,Germantown,WI,53022,VetCor,Harvest Partners
BluePearl Pet Hospital,Glendale,WI,53209,BluePearl Pet Hospital,Mars
PetCure Oncology at Blue Pearl Pet Hospital Glendale,Glendale,WI,53209,Thrive Pet Healthcare,TSG Consumer Partners
Silver Spring Animal Wellness Center,Glendale,WI,53217,VetCor,Harvest Partners
UrgentVet North Shore,Glendale,WI,53217,American Veterinary Group,Oak Hill Capital
Glenwood City Veterinary Clinic,Glenwood City,WI,54013,Heartland Veterinary Partners,Gryphon Investors
Best Friends Veterinary Center - WI,Grafton,WI,53024,Western Veterinary Partners,Tyree & D'Angelo Partners
WVRC – Grafton CLOSED,Grafton,WI,53024,Ethos Veterinary Health,JAB Holdings
Grantsburg Animal Hospital,Grantsburg,WI,54840,Heartland Veterinary Partners,Gryphon Investors
Animal Hospital of Ashwaubenon,Green Bay,WI,54304,CareVet,Compass Group Equity Partners
Animal Hospital of Howard,Green Bay,WI,54313,VetCor,Harvest Partners
BluePearl Pet Hospital Green Bay CLOSED,Green Bay,WI,54311,BluePearl Pet Hospital,Mars
Golrusk Pet Care Center,Green Bay,WI,54311,Destination Pet,L1 Health
Parkside Animal Care Center,Green Bay,WI,54303,VetCor,Harvest Partners
Riverside Animal Hospital,Green Bay,WI,54301,VetCor,Harvest Partners
The Animal House - Pet Clinic,Green Bay,WI,54311,Mission Pet Health,Silver Lake and Shore Capital Partners
The Animal House Groom and Board,Green Bay,WI,54311,Mission Pet Health,Silver Lake and Shore Capital Partners
Vetco Total Care - Green Bay,Green Bay,WI,54303,Vetco Total Care,Petco
Advanced Animal Hospital,Greenfield,WI,53221,Mission Pet Health,Silver Lake and Shore Capital Partners
Banfield Greenfield CLOSED,Greenfield,WI,53220,Banfield,Mars
Crawford Animal Hospital,Greenfield,WI,53228,Mission Pet Health,Silver Lake and Shore Capital Partners
ShotVet at PetSmart - Greenfield,Greenfield,WI,53220,ShotVet,Privately held; no external sponsor identified
VCA Milwaukee Emergency Center for Animals,Greenfield,WI,53228,VCA,Mars
Vetco Total Care - Greenfield,Greenfield,WI,53220,Vetco Total Care,Petco
Hales Corners Veterinary Clinic,Hales Corners,WI,53130,Mission Pet Health,Silver Lake and Shore Capital Partners
Hartford Animal Clinic,Hartford,WI,53027,Blue River PetCare,Partners Group
North Lake Veterinary Clinic,Hartland,WI,53029,NVA,JAB Holdings
Great Lakes Equine Wellness Center,Hortonville,WI,54944,PetVet Care Centers,KKR
Hillcrest Animal Hospital,Hudson,WI,54016,Lakefield Veterinary Group,Desmarais family and Peloton Capital Management
Badger Veterinary Hospital,Janesville,WI,53546,PetVet Care Centers,KKR
Mt. Zion Small Animal Clinic,Janesville,WI,53546,VetCor,Harvest Partners
VCA Veterinary Emergency Service,Janesville,WI,53546,VCA,Mars
Kaukauna Veterinary Clinic,Kaukauna,WI,54130,VetCor,Harvest Partners
Companion Animal Hospital Kenosha,Kenosha,WI,53144,Mission Pet Health,Silver Lake and Shore Capital Partners
